artifact_name,countr_of_origin,acquisition_date,created_date,description,continent
Electromagnet,United States of America,1986,1959,METAL,NA
Wave guide,Canada,1986,1959,"METAL, NON-FERROUS/ SYNTHETIC CAP/ WOOD ON BASE/ FABRIC COVERED WIRE",NA
"Horizon, artificial",Canada,1986,1979,"ALUMINUM WITH SYNTHETIC KNOBS, CONNECTORS & CORDS",NA
"Monitor, frequency deviation",United States of America,1986,1945,"METAL CABINET/ METAL & SYNTHETIC KNOBS/ GLASS DIAL COVER/ METAL, GLASS & SYNTHETIC WORKING PARTS",NA
"Monitor, amplitude modulation",United States of America,1986,1945,"METAL CABINET/ SYNTHETIC KNOBS/ GLASS DIAL COVERS/GLASS, METAL & SYNTHETIC WORKING PARTS.",NA
"Transmitter, radio",United States of America,1986,1920,"FERROUS METAL CABINET/ SYNTHETIC KNOBS & DIAL COVERS/ GLASS, SYNTHETIC & METAL WORKINGS PARTS.",NA
Automobile model,Italy,1986,1968,MARBLE BASE/ SILVER PLATE(?) CAR MODEL & PLAQUE.,EU
"Receiver, radio",Canada,1986,1945,"METAL CABINET/ SYNTHETIC KNOBS & CORD/ METAL, GLASS & SYNTHETIC WORKING PARTS",NA
Computer,Canada,1986,1982,SYNTHETIC/ METAL/ GLASS (?) SCREEN,NA
Keyboard,Canada,1986,1982,SYNTHETIC/ METAL,NA
Magnetron,United States of America,1986,1940,STEEL/ OTHER METALS/ SYNTHETIC/ GLASS,NA
Magnetron,Canada,1986,1940,BRASS/ GLASS/ SYNTHETIC,NA
Magnetron,United Kingdom,1986,1940,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United States of America,1986,1938,GLASS/ METAL,NA
"Splicer, tape",United States of America,1986,1960,SYNTHETIC/ METAL,NA
Vacuum tube,Canada,1986,1940,GLASS/ COPPER/ METAL,NA
Vacuum tube,United States of America,1986,1937,GLASS/ METAL,NA
Vacuum tube,United States of America,1986,1940,GLASS/ METAL/ CERAMIC,NA
Vacuum tube,United States of America,1986,1940,GLASS ENVELOPE/ SYNTHETIC BASE/ METAL & GLASS WORKING PARTS,NA
Vacuum tube,United States of America,1986,1942,METAL/ SYNTHETIC,NA
Vacuum tube,United States of America,1986,1927,GLASS/ METAL/ SYNTHETIC,NA
Vacuum tube,Germany,1986,1949,METAL/ SYNTHETIC,EU
Vacuum tube,United States of America,1986,1940,METAL/ GLASS/ SYNTHETIC,NA
Vacuum tube,United Kingdom,1986,1920,"GLASS/ METAL - GERMAN SILVER BASE (NB: NICKEL OR GERMAN SILVER IS AN ALLOY OF COPPER, NICKEL & ZINC; IT CONTAINS NO SILVER)",EU
Vacuum tube,United States of America,1986,1935,GLASS/ METAL/ CERAMIC,NA
Vacuum tube,United Kingdom,1986,1940,GLASS/ SYNTHETIC/ METAL,EU
"Diode, crystal",Netherlands,1986,1940,NON-FERROUS METAL,EU
Vacuum tube,Canada,1986,1940,GLASS/ METAL/ SYNTHETIC,NA
Relay,United States of America,1986,1968,GLASS/ METAL/ PAPER,NA
Vacuum tube,Canada,1986,1958,GLASS/ METAL/ CERAMIC,NA
Vacuum tube,United Kingdom,1986,1951,GLASS/ SYNTHETIC/ METAL,EU
Magnetron,United States of America,1986,1940,NON-FERROUS METAL/ GLASS,NA
Magnetron,United States of America,1986,1940,GLASS/ METAL,NA
Vacuum tube,United States of America,1986,1943,GLASS/ METAL/ SYNTHETIC,NA
Magnetron housing,United States of America,1986,1940,METAL/ GLASS,NA
Vacuum tube,United Kingdom,1986,1949,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,Canada,1986,1942,GLASS/ METAL/ CERAMIC,NA
Rectifier,United States of America,1986,1950,METAL/ CERAMIC/ SYNTHETIC,NA
Vacuum tube,United States of America,1986,1942,METAL,NA
Vacuum tube,Netherlands,1986,1949,GLASS/ METAL,EU
Relay,United States of America,1986,1950,METAL/ CERAMIC,NA
Relay,United States of America,1986,1959,GLASS/ METAL,NA
Vacuum tube,United States of America,1986,1944,GLASS/ METAL/ SYNTHETIC,NA
Vacuum tube,United States of America,1986,1944,GLASS/ METAL/ SYNTHETIC,NA
Vacuum tube,United Kingdom,1986,1920,GLASS/ METAL/ SYNTHETIC,EU
Magnetron,United States of America,1986,1947,GLASS/ METAL,NA
Magnetron,United States of America,1986,1947,GLASS/ METAL/ SYNTHETIC,NA
Magnetron,United States of America,1986,1940,GLASS/ METAL,NA
Magnetron,United States of America,1986,1944,GLASS/ METAL/ CARDBOARD,NA
Vacuum tube,United Kingdom,1986,1948,GLASS/ METAL/ SYNTHETIC/ FABRIC,EU
Vacuum tube,United Kingdom,1986,1947,GLASS/ METAL/ CERAMIC/ PAPER/ CARDBOARD,EU
Vacuum tube,United States of America,1986,1948,GLASS/ METAL/ SYNTHETIC/ CERAMIC,NA
Vacuum tube,Germany,1986,1939,METAL/ GLASS/ SYNTHETIC/ PAPER,EU
Vacuum tube,United States of America,1986,1949,GLASS/ METAL/ SYNTHETIC,NA
Magnetron,United States of America,1986,1940,METAL/ GLASS,NA
Vacuum tube,United States of America,1986,1940,METAL/ GLASS/ CERAMIC,NA
Vacuum tube,United States of America,1986,1940,GLASS/ METAL/ CERAMIC,NA
Magnetron,United States of America,1986,1940,GLASS/ METAL,NA
Magnetron,United States of America,1986,1940,GLASS/ METAL/ SYNTHETIC,NA
Magnetron,United States of America,1986,1940,METAL/ CERAMIC,NA
Vacuum tube,United States of America,1986,1945,GLASS/ METAL/ CARDBOARD/ SYNTHETIC,NA
Vacuum tube,United States of America,1986,1940,METAL/ GLASS/ CARDSTOCK,NA
Magnetron,United States of America,1986,1940,METAL/ GLASS,NA
Range,Canada,1986,1932,"PRESSED METAL HOUSING/ ENAMELLED CAST METAL FACADE, FRONT FEET & COOKTOP/ CAST METAL REAR FEET/ NICKEL PLATED CAST METAL OVEN DOOR FRAME & BACKSPLASH TRIM/ ENAMELLED PRESSED METAL BACKSPLASH, CONTROL PANEL & DOOR PANEL/ WOOD DOOR HANDLE/ CERAMIC ELEMENT MOUNTS/ PORCELAIN TEMP. CONTROL KNOBS/ GLASS THERMOMETER FACE",NA
"Receiver, radio & player, disk",Canada,1986,1930,"WOOD CABINET/ BRASS HARDWARE/ FABRIC OVER SPEAKER/SYNTHETIC DIAL & KNOBS/ METAL DIAL SURROUND PLATE/ METAL, GLASS & SYNTHETIC WORKING PARTS/ METAL TURNTABLE & TONE ARM/ FABRIC TURNTABLE COVER",NA
Vacuum tube,United Kingdom,1986,1975,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1975,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1973,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1971,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1971,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1971,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1973,GLASS/ METAL,EU
Vacuum tube,United Kingdom,1986,1972,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1972,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1972,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1972,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1975,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,Japan,1986,1970,GLASS/ METAL/ SYNTHETIC/ PAPER,AS
Vacuum tube,United Kingdom,1986,1970,GLASS/ METAL/ SYNTHETIC/ PAPER,EU
Vacuum tube,United Kingdom,1986,1970,GLASS/ METAL/ SYNTHETIC/ PAPER,EU
"Oscillator, backward wave",United Kingdom,1986,1973,METAL/ SYNTHETIC/ PAPER,EU
"Oscillator, backward wave",United Kingdom,1986,1973,METAL/ SYNTHETIC/ CERAMIC,EU
Magnetron,United Kingdom,1986,1970,METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1960,GLASS/ METAL/ SYNTHETIC/ PAPER,EU
Ignitron,United Kingdom,1986,1975,FERROUS & NON-FERROUS METAL/ GLASS/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1971,GLASS/ METAL/ CERAMIC,EU
Vacuum tube,United Kingdom,1986,1966,GLASS/ METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1971,GLASS/ METAL/ SYNTHETIC RUBBER/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1971,GLASS/ METAL/ CERAMIC/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1977,METAL/ CERAMIC,EU
Vacuum tube,United Kingdom,1986,1957,METAL/ CERAMIC,EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ METAL & SYNTHETIC BASE & WORKING PARTS,EU
Oscillator,United Kingdom,1986,1971,METAL/ SYNTHETIC,EU
Oscillator,United Kingdom,1986,1971,METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1971,GLASS ENVELOPE/ CERAMIC BASE/ METAL & CERAMIC WORKING PARTS,EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ METAL & SYNTHETIC WORKING PARTS,EU
Vacuum tube,United Kingdom,1986,1966,CERAMIC CASING/ METAL,EU
Vacuum tube,United Kingdom,1986,1966,GLASS ENVELOPE/ METAL WORKING PARTS,EU
Vacuum tube,United Kingdom,1986,1971,METAL/ CERAMIC,EU
"Tube, travelling wave",United Kingdom,1986,1970,METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ SYNTHETIC & METAL WORKING PARTS/ CARDBOARD CARTON,EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ SYNTHETIC & METAL WORKING PARTS,EU
Magnetron,United Kingdom,1986,1971,METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ METAL & SYNTHETIC WORKING PARTS/ PAPER LABELS/ CARDBOARD CARTON WITH PAPER LABELS & STYROFOAM PACKING BLOCK,EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ METAL & SYNTHETIC WORKING PARTS/ PAPER LABELS/ CARDBOARD STORAGE CARTONS WITH PAPER LABELS & STYROFOAM PACKING BLOCK,EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ METAL & SYNTHETIC WORKING PARTS/ PAPER LABELS/ CARDBOARD CARTON WITH PAPER LABELS & STYROFOAM PACKING BLOCK,EU
Magnetron,United Kingdom,1986,1971,METAL/ SYNTHETIC,EU
Magnetron,United States of America,1986,1971,METAL/ SYNTHETIC/ GLASS BULB,NA
Vacuum tube,United Kingdom,1986,1944,"GLASS ENVELOPE/ METAL & CERAMIC BASE & TOP KNOB/ METAL, CERAMIC & SYNTHETIC WORKING PARTS",EU
"Tube, travelling wave",United Kingdom,1986,1970,METAL/ SYNTHETIC/ CARDBOARD,EU
Vacuum tube,United Kingdom,1986,1960,"GOLD PLATED BRASS MOUNTING BLOCK & ANODE TERMINAL/ CERAMIC INSULATION/ GOLD PLATED BRASS CATHODE RING, OCTAL PINS & LOCATOR PIN",EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ SYNTHETIC BASE/ METAL WORKING PARTS & HARDWARE/ FABRIC COVERED WIRES,EU
Unidentified artifact,United Kingdom,1986,1970,METAL/ SYNTHETIC,EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ SYNTHETIC BASE/ METAL & SYNTHETIC WORKING PARTS,EU
Vacuum tube,United Kingdom,1986,1970,GLASS ENVELOPE/ SYNTHETIC BASE/ METAL & SYNTHETIC WORKING PARTS,EU
"Tube, travelling wave",United Kingdom,1986,1970,METAL/ SYNTHETIC CORD COVERS,EU
Unidentified artifact,United Kingdom,1986,1970,GLASS ENVELOPE/ METAL TIP/ SYNTHETIC BASE SYNTHETIC CORD & PLUG WITH METAL ENDS,EU
Camera chain,United Kingdom,1986,1970,"METAL CHASSIS OR FRAME; GLASS, METAL & SYNTHETIC WORKING PARTS",EU
"Receiver, radio",Canada,1986,1938,"WOOD CABINET/ FABRIC SPEAKER COVER/ SYNTHETIC KNOBS & DIAL COVER/ METAL DIAL PLATE/ METAL, GLASS & SYNTHETIC WORKING PARTS.",NA
"Receiver, radio",Canada,1986,1931,"WOOD CABINET/ SYNTHETIC KNOBS/ METAL DOOR KNOBS & DIAL SURROUND/ METAL CHASSIS/ METAL, CLASS & SYNTHETIC WORKING PARTS/ FABRIC SPEAKER COVER",NA
Teleprinter,United States of America,1986,1941,PRESSED STEEL & CAST ALUMINUM ASSEMBLIES.,NA
Teleprinter,Canada,1986,1950,"PRESSED STEEL, CAST PULLEYS & BELT DRIVES.",NA
Teleprinter,Canada,1986,1950,PRESSED STEEL/ CAST PULLEYS & BELT DRIVES,NA
Ticker,United States of America,1986,1929,METAL/ SYNTHETIC,NA
"Cutter & moistener, tape",United States of America,1986,1930,METAL,NA
Printer,United States of America,1986,1925,METAL/ SYNTHETIC,NA
Teleprinter,United States of America,1986,1948,"BASE, CAST ALUMINUM/ MOVING PARTS PRESSED STEEL/ MACHINED PLASTIC AND STEEL GEARS/ FRAME ASSEMBLY PRESSED STEEL",NA
"Distributor, transmitter",United States of America,1986,1940,"BASE, CAST ALUMINUM/ TRANSMITTER ASSEMBLIES, CAST IRON/ BALANCE OF PARTS PRESSED STEEL AND ROD/ COPPER MAGNET WIRE USED FOR MOTOR AND CLUTCH RELEASE MAGNET/ GEARS, PLASTIC.",NA
"Distributor, test",United States of America,1986,1930,"STEEL/SYNTHETIC CORDS, TOP PLATE & PANEL/ COPPER TRIM",NA
Ticker,United States of America,1986,1957,PRESSED STEEL FRAME ANDFUNCTION BARS/ STEEL MAIN SHAFT & GEAR/ PLASTIC GEARS/ OTHER PARTS PRESSED STEEL WITH SOME STEEL CASTINGS.,NA
"Test set, print wheel",Federal Republic of Germany,1986,1928,BRASS/ STEEL/ COPPER/ SYNTHETIC/ PAPER,EU
"Transmitter,"" Wheatstone",Federal Republic of Germany,1986,1930,"MAIN MOUNTING PLATES 1/4"""" BRASS PLATE/ MECHANICAL PARTS BRASS STOCK WITH SOME STEEL/ SPEED ADJUSTING DRIVE CAST BRASS & STEEL",EU
"Perforator, tape",United Kingdom,1986,1935,"CAST ALUMINUM BASE, PRESSED STEEL & SYNTHETIC PARTS/ GLASS METER COVER",EU
Printer,United States of America,1986,1925,STEEL/ OTHER METAL/ SYNTHETIC,NA
"Relay, Wheatstone",United States of America,1986,1924,SYNTHETIC CASE/ BRASS & GLASS LID/ BRASS INNER CYLINDER/ METAL WORKING PARTS/ SYNTHETIC CORD COVERS/ PAPER AFFIXED TO LID TOP/FABRIC TAG,NA
"Keyboard, telegraph",United States of America,1986,1939,STEEL/ OTHER METAL/ SYNTHETIC/ GLASS,NA
"Keyboard, telegraph",United States of America,1986,1940,"METAL BODY, KEY SUPPORTS, & SOME WORKING PARTS/ SYNTHETIC KEYS & SOME WORKING PARTS",NA
Printer,United States of America,1986,1940,STEEL/ ALUMINUM/ OTHER METALS/ SYNTHETIC/ CERAMIC,NA
"Splicer, tape",United States of America,1986,1958,STEEL/ ALUMINUM/ CERAMIC,NA
Teleprinter,United States of America,1986,1921,CAST IRON BASE/ PRESSED STEEL AND CAST PARTS/ SOME MACHINES GEARS AND OTHER ASSEMBLIES/ PAPER TAPE,NA
Ticker,United States of America,1986,1930,"BASE, CAST ALUMINUM/ GENERAL MECHANISM, STAMPED STEEL/ GEARS, MACHINED STEEL AND BAKELITE/ SERIES 110 VOLT AC MOTOR, CASTINGS AND COPPER WIRE WINDINGS.",NA
Teleprinter,United Kingdom,1986,1931,"BASE OF PRINTER AND KEYBOARD, CAST ALUMINUM/ KEYBOARD PARTS, STEEL PUNCHINGS, STEEL ROD AND MACHINED GEARS/ PRINTER, STEEL BAR STOCK, PUNCHED STEEL, MACHINED STEEL AND COPPER WIRE IN MOTOR/ COVER STEEL",EU
Teleprinter,United States of America,1986,1920,CAST IRON BASE AND FRAMES/ STAMPED AND MACHINED SMALL PARTS,NA
"Perforator, tape",United States of America,1986,1931,"CAST ALUMINUM BASE & FRAME ASSEMBLIES/ PRESSED STEEL & MACHINED SMALL PARTS/ MOTOR HAS CAST IRON BELLS, STEEL ROTOR & COPPER WINDINGS/ PAPER TAPE",NA
Teleprinter,United Kingdom,1986,1940,"BASE AND COVERS, CAST ALUMINUM/ MACHINE COMPONENTSPRESSED AND MACHINED STEEL/ DRIVEN GEARS FIBRE, PAPER REEL HOLDER, PLASTIC WITHPRESSED STEEL COVER/ MOTOR UNIT, SERIAL GOVERNED/ CAST ALUMINUM END BELLS/ STEEL ROTOR, COPPER WIRE WINDINGS/COVER & CASE PADDED WITH FABRIC INSIDE WITH FELT EDGING/ PAPER TAPE",EU
Reperforator,United States of America,1986,1935,CAST ALUMINUM BASE/ CAST ALUMINUM & IRON FRAMES/ PRESSED STEEL AND MACHINED PARTS/ PAPER ROLL ON MACHINE/ FABRIC PADDING INSIDE COVER,NA
Teleprinter,United States of America,1986,1950,"GENERALLY PRESSED STEEL, INCLUDES STEEL SHAFTS, STEEL AND PLASTIC GEARS AND FLEXIBLE STEEL CABLES USED TO POSITION TYPE BOX.",NA
Teleprinter,United States of America,1986,1944,"BASE, CASE ALUMINUM/ FRAMES, CAST ALUMINUM/ OTHER PARTS PRESSED AND MACHINED STEEL",NA
Teleprinter,United States of America,1986,1949,"BASE AND FRAMES, PUNCHED SHEET ALUMINUM WITH SOME SMALL ALUMINUM CASTINGS/ DRIVE SHAFTS, CAMS AND OTHER MACHINE PARTS ARE PUNCHEDOR MACHINED STEEL/ SOME PLASTICS USED FOR GEARS AND KEYBOARD/ GLASS TUBES",NA
Teleprinter,United States of America,1986,1966,"PUNCHED STEEL FRAMES AND SMALL PARTS/ SHAFTS, GEARS AND CAMS, MACHINED STEEL AND PLASTIC/ CASE, PRESSED STEEL/ KEY TOPS AND KEYBOARD, COVER PLASTIC.",NA
Ticker,United States of America,1986,1930,CAST ALUMINUM BASE/ CAST ALUMINUM MAIN SHAFT & SUPPORT FRAME/ PUNCHED STEEL SMALL PARTS/ MACHINED STEEL & PLASTIC GEARS & CAMS/ FORMED WIRE ROD SELECTOR CAGE/ PAPER TAPE ROLL,NA
Teleprinter,United States of America,1986,1920,"CAST IRON BASE AND FRAMES/ STEEL ROD, PUNCHED STEEL SMALL PARTS AND MACHINED STEEL CAMS AND GEARS/ CAST BRONZE USED IN SELECTOR - TRANSMIT CONTACTS AREA",NA
Camera,United States of America,1986,1960,METAL CASING/ METAL & GLASS COMPONENTS/ WOOD FIBREBOARD COVER,NA
Wavemeter,United States of America,1986,1934,WOOD CABINET WITH METAL HARDWARE/ METAL COVER/ SYNTHETIC AND METAL KNOBS/ GLASS METER FACE COVERS,NA
"Transceiver, radio",Canada,1986,1920,".1: METAL CABINET, SYNTHETIC KNOBS & CORDS, CANVAS STRAPS/.2: SYNTHETIC EARPHONES, MICROPHONE PARTS & CORD; METAL MICROPHONE PARTS, HEAD-BAND & HARDWARE/ LEATHER HEAD-BAND COVER/.3: CANVAS WITH METAL TRIM",NA
Wire,United States of America,1986,1945,.1-.3: WIRE: PLATINUM & SILVER/ SYNTHETIC SPOOL/ PAPER LABELS/ CARDSTOCK TUBE,NA
"Disk, chopper",United States of America,1986,1959,"SYNTHETIC DISK/ METAL PARTS - ALUMINUM, STEEL & BRONZE",NA
Amplifier,Canada,1986,1950,"METAL CHASSIS & FRONT PANEL/ SYNTHETIC KNOBS/ METAL, GLASS & SYNTHETIC WORKING PARTS",NA
Vacuum tube,Canada,1986,1940,GLASS ENVELOPE/ METAL & GLASS WORKING PARTS/ BRASS BASE/ SYNTHETIC INSERT/ METAL CAP/ CARDSTOCK BOX,NA
Vacuum tube,United States of America,1986,1958,"METAL/ CERAMIC/ CARDSTOCK BOX, PAPER PACKING",NA
Vacuum tube,Canada,1986,1956,GLASS ENVELOPE/ METAL WORKING PARTS/ CARDSTOCK BOX,NA
Vacuum tube,Canada,1986,1956,GLASS ENVELOPE/ METAL WORKING PARTS/ CARDSTOCK BOX,NA
"Boom, microphone",United States of America,1986,1950,METAL/ SYNTHETIC TIRES,NA
Speaker,United States of America,1986,1950,WOOD CABINET/ METAL TRIM & CONTROL PLATE/ SYNTHETIC KNOB/ FABRIC SPEAKER COVER,NA
"Transmitter, radio",Canada,1986,1937,"METAL CABINET &SOME WORKING PARTS/ SYNTHETIC, GLASS & CERAMIC WORKING PARTS",NA
Vacuum tube,United Kingdom,1986,1950,GLASS ENVELOPE/ METAL,EU
Vacuum tube,United States of America,1986,1950,GLASS/ METAL,NA
Wavemeter,United States of America,1986,1920,"WOOD, METAL, GLASS",NA
Certificate,Canada,1986,1931,".1 CERTIFICATE BOOKLET: PAPER,"" WITH CARDBOARD COVER & FIBRE """"STRING"""" CLOSURE/.2-.3 PAPER",NA
Certificate,Canada,1986,1930,"PAPER DOCUMENT, CARDBOARD COVER",NA
Passport,Canada,1986,1933,PAPER PAGES WITH CARDBOARD COVER,NA
Notebook,Canada,1986,1936,PAPER PAGES WITH CARDBOARD COVER,NA
Log book,Canada,1986,1929,PAPER PAGES WITH CARDBOARD COVER,NA
Vacuum tube,Canada,1986,1950,GLASS/ METAL/ CARDSTOCK,NA
Vacuum tube,Canada,1986,1940,GLASS/ SYNTHETIC/ METAL,NA
Vacuum tube,Canada,1986,1950,METAL/ SYNTHETIC,NA
Vacuum tube,Canada,1986,1940,GLASS/ METAL,NA
Vacuum tube,Canada,1986,1940,GLASS/ METAL,NA
Vacuum tube,United States of America,1986,1940,GLASS/ METAL,NA
Vacuum tube,United States of America,1986,1940,METAL/ SYNTHETIC,NA
Photograph,Canada,1986,1939,PHOTOGRAPH: PAPER/ FRAME: WOOD; GLASS; METAL EYES & WIRE,NA
Pneumothorax apparatus,United States of America,1986,1939,CASE: WOOD WITH METAL HARDWARE AND HANDLE/ TWO HARD PLASTIC CYLINDERS WITH A PLASTIC BASES/ U-SHAPED GLASS TUBE/ METAL VALVE/ SYNTHETIC TUBES,NA
Knitting machine,United States of America,1986,1920,"METAL, SYNTHETIC",NA
"Generator, audio",United States of America,1986,1955,METAL CABINET/ SYNTHETIC KNOBS & METER COVER,NA
"Bell, extension",Canada,1986,1950,METAL/ SYNTHETIC CORD COVER & PLUG,NA
"Headset, operator's",Canada,1986,1940,METAL/ SYNTHETIC,NA
Headset,Canada,1986,1920,METAL/ SYNTHETIC EARPHONE COVERS,NA
Pickup head,United States of America,1986,1927,METAL WITH SYNTHETIC BASE,NA
Intercom,United States of America,1986,1950,METAL/ SYNTHETIC/ GLASS,NA
Intercom,United States of America,1986,1950,METAL/ SYNTHETIC/ GLASS,NA
Ship model,United Kingdom,1986,1898,"HULL CONSTRUCTED OF SCANDINAVIAN PINE/ FITTINGS ARE BRASS, & SOME ARE SILVER-PLATED/ GLASS PORTHOLES",EU
Thermographic equipment,United States of America,1986,1969,METAL & PLASTIC COMPONENTS,NA
Heparin,Canada,1986,1935,GLASS BOTTLES/ RUBBER (?) STOPPERS/ PAPER LABELS/ BOTTLES CONTAIN HEPARIN,NA
Heparin,Canada,1986,1935,GLASS BOTTLES/ RUBBER (?) STOPPERS/ PAPER LABELS/ BOTTLES CONTAIN HEPARIN,NA
Heparin,Canada,1986,1935,GLASS BOTTLES/ RUBBER (?) STOPPERS/ PAPER LABELS/ BOTTLES CONTAIN HEPARIN,NA
Heparin,Canada,1986,1935,GLASS BOTTLES/ RUBBER (?) STOPPERS/ PAPER LABELS/ BOTTLES CONTAIN HEPARIN,NA
Archival collection,Canada,1986,1908,VARIOUS PAPER STOCKS,NA
Telescope,United Kingdom,1986,1872,PRIMARILY BRASS; GLASS OPTICS/ WOODEN CRATE HAS CAST METAL HANDLES,EU
Photograph,Canada,1986,1945,PHOTOGRAPHIC PAPER BASE WITH EMULSION,NA
Vacuum tube,United States of America,1986,1935,"GLASS ENVELOPES AT EACH END OF WATER JACKET, METAL PLATE, PROBABLY TANTALUM INTERNAL GRID STRUCTURE AND 35 AMP 26 VOLT HEATER (FILAMENT)/ WOOD STORAGE CRATE/ METAL SUPPORTS",NA
Heater,Canada,1986,1930,CAST IRON PEDESTAL BASE/ COPPER PLATED SPUN STEEL REFLECTOR/ CERAMIC ELEMENT MOUNT/ COPPER PLATED METAL WIRE GUARD/ FIBRE COVERED CORD/ SYNTHETIC PLUG WITH BRASS PRONGS,NA
Vacuum tube,Canada,1986,1940,GLASS/ METAL/ SYNTHETIC,NA
Diary,Canada,1986,1891,VARIOUS PAPER & CARD STOCKS,NA
Photograph collection,Canada,1986,1921,"PAPER ALBUM PAGES, PHOTOS & PHOTO CORNERS/ LEATHER ALBUM COVER",NA
"Lamp, helium resonance",Canada,1986,1954,QUARTZ AND PYREX GLASS; METAL CONDUCTORS.,NA
Bicycle,Canada,1986,1899,"STEEL TUBING & PARTS/ LEATHER SADDLE, HANDLEBAR GRIPS, TOOL BAG/ WOOD RIMS/ RUBBER TIRES",NA
"Indicator, engine",United States of America,1986,1920,".1 NON-FERROUS METAL WITH FERROUS METAL PEN/.2-.8 FERROUS METAL/.9 WOOD & FERROUS METAL/.10 GLASS/.11 BRASS, FERROUS METAL, WOOD/.12 BRASS/ NATURAL FIBRE CORD ON.1/ WOOD CARRYING CASE WITH METAL HARDWARE",NA
